Freq.	I(C1)/V(i)
1.47910838816820e+008	1.25987275239562e-002,3.38817462186594e-003
1.51356124843620e+008	1.26466599104802e-002,3.45060561557781e-003
1.54881661891248e+008	1.26963587041895e-002,3.51348766925531e-003
1.58489319246111e+008	1.27478678638435e-002,3.57677803134425e-003
1.62181009735892e+008	1.28012306542100e-002,3.64043094848716e-003
1.65958690743755e+008	1.28564894636020e-002,3.70439760101736e-003
1.69824365246174e+008	1.29136856135193e-002,3.76862606342485e-003
1.73780082874937e+008	1.29728591534880e-002,3.83306125788289e-003
1.77827941003892e+008	1.30340486516206e-002,3.89764493785071e-003
1.81970085860998e+008	1.30972909700387e-002,3.96231566788938e-003
1.86208713666286e+008	1.31626210365171e-002,4.02700883103784e-003
1.90546071796324e+008	1.32300716028817e-002,4.09165665095635e-003
1.94984459975804e+008	1.32996730006017e-002,4.15618822728692e-003
1.99526231496887e+008	1.33714528894101e-002,4.22052958613962e-003
2.04173794466952e+008	1.34454360010944e-002,4.28460377057620e-003
2.08929613085403e+008	1.35216438787124e-002,4.34833092863748e-003
2.13796208950222e+008	1.36000946194265e-002,4.41162843713517e-003
2.18776162394954e+008	1.36808026134262e-002,4.47441104687119e-003
2.23872113856833e+008	1.37637782872635e-002,4.53659105794108e-003
2.29086765276776e+008	1.38490278544253e-002,4.59807850307578e-003
2.34422881531991e+008	1.39365530691288e-002,4.65878137735627e-003
2.39883291901948e+008	1.40263509943367e-002,4.71860587669022e-003
2.45470891568502e+008	1.41184137809043e-002,4.77745667659298e-003
2.51188643150957e+008	1.42127284614375e-002,4.83523722640016e-003
2.57039578276885e+008	1.43092767663891e-002,4.89185006743348e-003
2.63026799189537e+008	1.44080349538793e-002,4.94719718302441e-003
2.69153480392690e+008	1.45089736737815e-002,5.00118036702138e-003
2.75422870333815e+008	1.46120578492535e-002,5.05370160450294e-003
2.81838293126444e+008	1.47172465954225e-002,5.10466349612908e-003
2.88403150312659e+008	1.48244931649775e-002,5.15396967073004e-003
2.95120922666637e+008	1.49337449316578e-002,5.20152521607110e-003
3.01995172040200e+008	1.50449434107180e-002,5.24723715531067e-003
3.09029543251358e+008	1.51580243151182e-002,5.29101486910035e-003
3.16227766016836e+008	1.52729176549447e-002,5.33277058454362e-003
3.23593656929627e+008	1.53895478785790e-002,5.37241982353359e-003
3.31131121482589e+008	1.55078340529710e-002,5.40988185905274e-003
3.38844156139201e+008	1.56276900880899e-002,5.44508017259766e-003
3.46736850452530e+008	1.57490250062021e-002,5.47794287124187e-003
3.54813389233574e+008	1.58717432504090e-002,5.50840313066517e-003
3.63078054770099e+008	1.59957450319487e-002,5.53639957576122e-003
3.71535229097171e+008	1.61209267196656e-002,5.56187665472116e-003
3.80189396320559e+008	1.62471812657527e-002,5.58478498970000e-003
3.89045144994279e+008	1.63743986630306e-002,5.60508167661881e-003
3.98107170553495e+008	1.65024664325354e-002,5.62273055778894e-003
4.07380277804111e+008	1.66312701486320e-002,5.63770246120227e-003
4.16869383470333e+008	1.67606939680168e-002,5.64997538148821e-003
4.26579518801590e+008	1.68906211968320e-002,5.65953461853763e-003
4.36515832240164e+008	1.70209348607107e-002,5.66637287994769e-003
4.46683592150961e+008	1.71515182898431e-002,5.67049032695040e-003
4.57088189614873e+008	1.72822557056611e-002,5.67189457461433e-003
4.67735141287196e+008	1.74130328099199e-002,5.67060062697032e-003
4.78630092322636e+008	1.75437373666149e-002,5.66663078396623e-003
4.89778819368443e+008	1.76742597793991e-002,5.66001448668447e-003
5.01187233627270e+008	1.78044936446853e-002,5.65078813844355e-003
5.12861383991362e+008	1.79343363000642e-002,5.63899483695718e-003
5.24807460249770e+008	1.80636893330969e-002,5.62468411333979e-003
5.37031796370250e+008	1.81924590875039e-002,5.60791159519360e-003
5.49540873857621e+008	1.83205571075067e-002,5.58873865302065e-003
5.62341325190346e+008	1.84479005854465e-002,5.56723202828023e-003
5.75439937337154e+008	1.85744127485656e-002,5.54346336959259e-003
5.88843655355585e+008	1.87000232228742e-002,5.51750884783832e-003
6.02559586074354e+008	1.88246683522105e-002,5.48944864498880e-003
6.16595001861478e+008	1.89482914860549e-002,5.45936651224536e-003
6.30957344480189e+008	1.90708432303387e-002,5.42734922971747e-003
6.45654229034652e+008	1.91922816468112e-002,5.39348616596518e-003
6.60693448007592e+008	1.93125724311587e-002,5.35786874914763e-003
6.76082975391978e+008	1.94316890504352e-002,5.32058993446347e-003
6.91830970918932e+008	1.95496128447562e-002,5.28174376793909e-003
7.07945784384134e+008	1.96663330915908e-002,5.24142482221732e-003
7.24435960074986e+008	1.97818470551957e-002,5.19972775409686e-003
7.41310241300913e+008	1.98961599910995e-002,5.15674682504666e-003
7.58577575029179e+008	2.00092851456810e-002,5.11257542696272e-003
7.76247116628687e+008	2.01212437172281e-002,5.06730563638156e-003
7.94328234724277e+008	2.02320648034588e-002,5.02102778530764e-003
8.12830516164094e+008	2.03417853475624e-002,4.97383005777245e-003
8.31763771102666e+008	2.04504500496478e-002,4.92579805575245e-003
8.51138038202371e+008	2.05581112927120e-002,4.87701446881995e-003
8.70963589956075e+008	2.06648290442035e-002,4.82755866156469e-003
8.91250938133740e+008	2.07706707724082e-002,4.77750634554466e-003
9.12010839355904e+008	2.08757113525830e-002,4.72692924339042e-003
9.33254300796985e+008	2.09800329841638e-002,4.67589476708747e-003
9.54992586021430e+008	2.10837251106464e-002,4.62446567385626e-003
9.77237220955804e+008	2.11868843488646e-002,4.57269981619184e-003
1.00000000000000e+009	2.12896144454943e-002,4.52064980573043e-003
