Freq.	I(C2)/V(i)
2.04173794466953e+007	9.99999900100004e-002,-1.28278370651516e-004
2.08929613085404e+007	9.99999900100004e-002,-1.31266716756871e-004
2.13796208950223e+007	9.99999900100005e-002,-1.34324662212972e-004
2.18776162394955e+007	9.99999900100005e-002,-1.37453828382975e-004
2.23872113856834e+007	9.99999900100005e-002,-1.40655874392203e-004
2.29086765276777e+007	9.99999900100005e-002,-1.43932498007835e-004
2.34422881531992e+007	9.99999900100005e-002,-1.47285436539082e-004
2.39883291901949e+007	9.99999900100006e-002,-1.50716467758335e-004
2.45470891568503e+007	9.99999900100006e-002,-1.54227410843763e-004
2.51188643150958e+007	9.99999900100006e-002,-1.57820127343860e-004
2.57039578276886e+007	9.99999900100006e-002,-1.61496522164472e-004
2.63026799189538e+007	9.99999900100006e-002,-1.65258544578794e-004
2.69153480392691e+007	9.99999900100006e-002,-1.69108189260908e-004
2.75422870333816e+007	9.99999900100007e-002,-1.73047497343379e-004
2.81838293126445e+007	9.99999900100007e-002,-1.77078557499497e-004
2.88403150312660e+007	9.99999900100007e-002,-1.81203507050712e-004
2.95120922666638e+007	9.99999900100007e-002,-1.85424533099877e-004
3.01995172040201e+007	9.99999900100007e-002,-1.89743873690876e-004
3.09029543251359e+007	9.99999900100007e-002,-1.94163818995263e-004
3.16227766016837e+007	9.99999900100008e-002,-1.98686712526543e-004
3.23593656929628e+007	9.99999900100007e-002,-2.03314952382734e-004
3.31131121482591e+007	9.99999900100008e-002,-2.08050992517870e-004
3.38844156139202e+007	9.99999900100008e-002,-2.12897344043120e-004
3.46736850452531e+007	9.99999900100008e-002,-2.17856576558210e-004
3.54813389233575e+007	9.99999900100008e-002,-2.22931319513865e-004
3.63078054770101e+007	9.99999900100008e-002,-2.28124263605970e-004
3.71535229097172e+007	9.99999900100008e-002,-2.33438162202221e-004
3.80189396320561e+007	9.99999900100008e-002,-2.38875832801992e-004
3.89045144994280e+007	9.99999900100008e-002,-2.44440158530209e-004
3.98107170553497e+007	9.99999900100009e-002,-2.50134089666027e-004
4.07380277804112e+007	9.99999900100008e-002,-2.55960645207101e-004
4.16869383470335e+007	9.99999900100009e-002,-2.61922914470305e-004
4.26579518801592e+007	9.99999900100009e-002,-2.68024058729720e-004
4.36515832240165e+007	9.99999900100009e-002,-2.74267312892791e-004
4.46683592150962e+007	9.99999900100009e-002,-2.80655987215515e-004
4.57088189614874e+007	9.99999900100009e-002,-2.87193469057583e-004
4.67735141287197e+007	9.99999900100009e-002,-2.93883224678399e-004
4.78630092322637e+007	9.99999900100009e-002,-3.00728801074944e-004
4.89778819368445e+007	9.99999900100009e-002,-3.07733827862436e-004
5.01187233627271e+007	9.99999900100009e-002,-3.14902019198799e-004
5.12861383991364e+007	9.99999900100009e-002,-3.22237175753962e-004
5.24807460249771e+007	9.99999900100009e-002,-3.29743186725023e-004
5.37031796370251e+007	9.99999900100009e-002,-3.37424031898353e-004
5.49540873857623e+007	9.99999900100009e-002,-3.45283783759730e-004
5.62341325190348e+007	9.99999900100009e-002,-3.53326609653628e-004
5.75439937337156e+007	9.99999900100010e-002,-3.61556773992795e-004
5.88843655355588e+007	9.99999900100009e-002,-3.69978640519302e-004
6.02559586074356e+007	9.99999900100009e-002,-3.78596674618259e-004
6.16595001861481e+007	9.99999900100009e-002,-3.87415445685418e-004
6.30957344480192e+007	9.99999900100009e-002,-3.96439629549929e-004
6.45654229034654e+007	9.99999900100009e-002,-4.05674010953527e-004
6.60693448007594e+007	9.99999900100009e-002,-4.15123486087462e-004
6.76082975391980e+007	9.99999900100009e-002,-4.24793065188530e-004
6.91830970918935e+007	9.99999900100010e-002,-4.34687875195562e-004
7.07945784384136e+007	9.99999900100010e-002,-4.44813162467796e-004
7.24435960074988e+007	9.99999900100010e-002,-4.55174295566569e-004
7.41310241300915e+007	9.99999900100010e-002,-4.65776768101796e-004
7.58577575029182e+007	9.99999900100010e-002,-4.76626201644755e-004
7.76247116628690e+007	9.99999900100010e-002,-4.87728348708719e-004
7.94328234724279e+007	9.99999900100010e-002,-4.99089095799017e-004
8.12830516164097e+007	9.99999900100010e-002,-5.10714466534132e-004
8.31763771102669e+007	9.99999900100010e-002,-5.22610624839509e-004
8.51138038202374e+007	9.99999900100010e-002,-5.34783878215746e-004
8.70963589956078e+007	9.99999900100010e-002,-5.47240681082913e-004
8.91250938133743e+007	9.99999900100010e-002,-5.59987638202778e-004
9.12010839355907e+007	9.99999900100010e-002,-5.73031508180730e-004
9.33254300796988e+007	9.99999900100010e-002,-5.86379207049289e-004
9.54992586021433e+007	9.99999900100010e-002,-6.00037811935071e-004
9.77237220955808e+007	9.99999900100010e-002,-6.14014564811181e-004
9.99999999999997e+007	9.99999900100009e-002,-6.28316876336997e-004
1.02329299228075e+008	9.99999900100010e-002,-6.42952329787404e-004
1.04712854805090e+008	9.99999900100010e-002,-6.57928685073545e-004
1.07151930523760e+008	9.99999900100010e-002,-6.73253882857227e-004
1.09647819614318e+008	9.99999900100010e-002,-6.88936048761169e-004
1.12201845430196e+008	9.99999900100010e-002,-7.04983497677311e-004
1.14815362149688e+008	9.99999900100010e-002,-7.21404738175481e-004
1.17489755493953e+008	9.99999900100010e-002,-7.38208477014752e-004
1.20226443461741e+008	9.99999900100010e-002,-7.55403623759881e-004
1.23026877081238e+008	9.99999900100010e-002,-7.72999295505276e-004
1.25892541179416e+008	9.99999900100010e-002,-7.91004821709004e-004
1.28824955169313e+008	9.99999900100010e-002,-8.09429749139388e-004
1.31825673855640e+008	9.99999900100010e-002,-8.28283846936835e-004
1.34896288259165e+008	9.99999900100010e-002,-8.47577111793561e-004
1.38038426460288e+008	9.99999900100010e-002,-8.67319773253969e-004
1.41253754462275e+008	9.99999900100010e-002,-8.87522299138491e-004
1.44543977074592e+008	9.99999900100010e-002,-9.08195401093763e-004
1.47910838816820e+008	9.99999900100010e-002,-9.29350040272082e-004
1.51356124843620e+008	9.99999900100010e-002,-9.50997433143155e-004
1.54881661891248e+008	9.99999900100010e-002,-9.73149057441219e-004
1.58489319246111e+008	9.99999900100010e-002,-9.95816658250690e-004
1.62181009735892e+008	9.99999900100010e-002,-1.01901225423356e-003
1.65958690743755e+008	9.99999900100010e-002,-1.04274814400184e-003
1.69824365246174e+008	9.99999900100010e-002,-1.06703691263848e-003
1.73780082874937e+008	9.99999900100010e-002,-1.09189143837010e-003
1.77827941003892e+008	9.99999900100010e-002,-1.11732489939523e-003
1.81970085860998e+008	9.99999900100010e-002,-1.14335078087157e-003
1.86208713666286e+008	9.99999900100010e-002,-1.16998288206597e-003
1.90546071796324e+008	9.99999900100010e-002,-1.19723532367099e-003
1.94984459975804e+008	9.99999900100010e-002,-1.22512255529190e-003
1.99526231496887e+008	9.99999900100010e-002,-1.25365936310804e-003
2.04173794466952e+008	9.99999900100010e-002,-1.28286087771265e-003
2.08929613085403e+008	9.99999900100010e-002,-1.31274258213529e-003
2.13796208950222e+008	9.99999900100010e-002,-1.34332032005118e-003
2.18776162394954e+008	9.99999900100010e-002,-1.37461030418171e-003
2.23872113856833e+008	9.99999900100010e-002,-1.40662912489063e-003
2.29086765276776e+008	9.99999900100010e-002,-1.43939375898051e-003
2.34422881531991e+008	9.99999900100010e-002,-1.47292157869403e-003
2.39883291901948e+008	9.99999900100010e-002,-1.50723036092499e-003
2.45470891568502e+008	9.99999900100010e-002,-1.54233829664387e-003
2.51188643150957e+008	9.99999900100010e-002,-1.57826400054289e-003
2.57039578276885e+008	9.99999900100010e-002,-1.61502652090579e-003
2.63026799189537e+008	9.99999900100010e-002,-1.65264534970748e-003
2.69153480392690e+008	9.99999900100010e-002,-1.69114043294893e-003
2.75422870333815e+008	9.99999900100010e-002,-1.73053218123283e-003
2.81838293126444e+008	9.99999900100010e-002,-1.77084148058551e-003
2.88403150312659e+008	9.99999900100010e-002,-1.81208970353105e-003
2.95120922666637e+008	9.99999900100010e-002,-1.85429872042326e-003
3.01995172040200e+008	9.99999900100010e-002,-1.89749091104157e-003
3.09029543251358e+008	9.99999900100010e-002,-1.94168917645718e-003
3.16227766016836e+008	9.99999900100010e-002,-1.98691695117544e-003
3.23593656929627e+008	9.99999900100010e-002,-2.03319821556118e-003
3.31131121482589e+008	9.99999900100010e-002,-2.08055750855336e-003
3.38844156139201e+008	9.99999900100010e-002,-2.12901994067601e-003
3.46736850452530e+008	9.99999900100010e-002,-2.17861120735212e-003
3.54813389233574e+008	9.99999900100010e-002,-2.22935760252769e-003
3.63078054770099e+008	9.99999900100010e-002,-2.28128603261316e-003
3.71535229097171e+008	9.99999900100010e-002,-2.33442403074951e-003
3.80189396320559e+008	9.99999900100010e-002,-2.38879977140673e-003
3.89045144994279e+008	9.99999900100010e-002,-2.44444208532224e-003
3.98107170553495e+008	9.99999900100010e-002,-2.50138047478741e-003
4.07380277804111e+008	9.99999900100010e-002,-2.55964512928999e-003
4.16869383470333e+008	9.99999900100010e-002,-2.61926694152104e-003
4.26579518801590e+008	9.99999900100010e-002,-2.68027752375457e-003
4.36515832240164e+008	9.99999900100010e-002,-2.74270922460887e-003
4.46683592150961e+008	9.99999900100010e-002,-2.80659514619810e-003
4.57088189614873e+008	9.99999900100010e-002,-2.87196916168353e-003
4.67735141287196e+008	9.99999900100010e-002,-2.93886593323348e-003
4.78630092322636e+008	9.99999900100010e-002,-3.00732093040173e-003
4.89778819368443e+008	9.99999900100010e-002,-3.07737044893387e-003
5.01187233627270e+008	9.99999900100010e-002,-3.14905163001185e-003
5.12861383991362e+008	9.99999900100010e-002,-3.22240247994669e-003
5.24807460249770e+008	9.99999900100010e-002,-3.29746189032994e-003
5.37031796370250e+008	9.99999900100010e-002,-3.37426965865450e-003
5.49540873857621e+008	9.99999900100010e-002,-3.45286650941583e-003
5.62341325190346e+008	9.99999900100010e-002,-3.53329411570454e-003
5.75439937337154e+008	9.99999900100010e-002,-3.61559512130207e-003
5.88843655355585e+008	9.99999900100010e-002,-3.69981316329097e-003
6.02559586074354e+008	9.99999900100010e-002,-3.78599289519187e-003
6.16595001861478e+008	9.99999900100010e-002,-3.87418001063934e-003
6.30957344480189e+008	9.99999900100010e-002,-3.96442126760929e-003
6.45654229034652e+008	9.99999900100010e-002,-4.05676451321064e-003
6.60693448007592e+008	9.99999900100010e-002,-4.15125870905452e-003
6.76082975391978e+008	9.99999900100010e-002,-4.24795395721435e-003
6.91830970918932e+008	9.99999900100010e-002,-4.34690152679061e-003
7.07945784384134e+008	9.99999900100010e-002,-4.44815388109442e-003
7.24435960074986e+008	9.99999900100010e-002,-4.55176470546426e-003
7.41310241300913e+008	9.99999900100010e-002,-4.65778893573067e-003
7.58577575029179e+008	9.99999900100010e-002,-4.76628278734392e-003
7.76247116628687e+008	9.99999900100010e-002,-4.87730378518024e-003
7.94328234724277e+008	9.99999900100010e-002,-4.99091079404221e-003
8.12830516164094e+008	9.99999900100010e-002,-5.10716404986969e-003
8.31763771102666e+008	9.99999900100010e-002,-5.22612519167773e-003
8.51138038202371e+008	9.99999900100010e-002,-5.34785729423833e-003
8.70963589956075e+008	9.99999900100010e-002,-5.47242490152360e-003
8.91250938133740e+008	9.99999900100010e-002,-5.59989406092776e-003
9.12010839355904e+008	9.99999900100010e-002,-5.73033235828639e-003
9.33254300796985e+008	9.99999900100010e-002,-5.86380895371130e-003
9.54992586021430e+008	9.99999900100010e-002,-6.00039461826015e-003
9.77237220955804e+008	9.99999900100010e-002,-6.14016177146022e-003
1.00000000000000e+009	9.99999900100010e-002,-6.28318451970621e-003
