Freq.	I(C1)/V(i)
1.90546071796324e+008	1.00000999999900e-003,1.31695989443718e-002
1.94984459975804e+008	1.00000999999900e-003,1.34763583106197e-002
1.99526231496887e+008	1.00000999999900e-003,1.37902630202335e-002
2.04173794466952e+008	1.00000999999900e-003,1.41114795118139e-002
2.08929613085403e+008	1.00000999999900e-003,1.44401780965188e-002
2.13796208950222e+008	1.00000999999900e-003,1.47765330524108e-002
2.18776162394954e+008	1.00000999999900e-003,1.51207227238368e-002
2.23872113856833e+008	1.00000999999900e-003,1.54729296001072e-002
2.29086765276776e+008	1.00000999999900e-003,1.58333404331174e-002
2.34422881531991e+008	1.00000999999900e-003,1.62021463078138e-002
2.39883291901948e+008	1.00000999999900e-003,1.65795427747136e-002
2.45470891568502e+008	1.00000999999900e-003,1.69657299396391e-002
2.51188643150957e+008	1.00000999999900e-003,1.73609125537993e-002
2.57039578276885e+008	1.00000999999900e-003,1.77653001533480e-002
2.63026799189537e+008	1.00000999999900e-003,1.81791071555370e-002
2.69153480392690e+008	1.00000999999900e-003,1.86025529552389e-002
2.75422870333815e+008	1.00000999999900e-003,1.90358620803510e-002
2.81838293126444e+008	1.00000999999900e-003,1.94792642715076e-002
2.88403150312659e+008	1.00000999999900e-003,1.99329946202798e-002
2.95120922666637e+008	1.00000999999900e-003,2.03972937126439e-002
3.01995172040200e+008	1.00000999999900e-003,2.08724077136956e-002
3.09029543251358e+008	1.00000999999900e-003,2.13585885478787e-002
3.16227766016836e+008	1.00000999999900e-003,2.18560939816923e-002
3.23593656929627e+008	1.00000999999900e-003,2.23651878193020e-002
3.31131121482589e+008	1.00000999999900e-003,2.28861399617506e-002
3.38844156139201e+008	1.00000999999900e-003,2.34192266382162e-002
3.46736850452530e+008	1.00000999999900e-003,2.39647305130661e-002
3.54813389233574e+008	1.00000999999900e-003,2.45229407942547e-002
3.63078054770099e+008	1.00000999999900e-003,2.50941534630779e-002
3.71535229097171e+008	1.00000999999900e-003,2.56786713919590e-002
3.80189396320559e+008	1.00000999999900e-003,2.62768044803513e-002
3.89045144994279e+008	1.00000999999900e-003,2.68888698862030e-002
3.98107170553495e+008	1.00000999999900e-003,2.75151921183096e-002
4.07380277804111e+008	1.00000999999900e-003,2.81561032777661e-002
4.16869383470333e+008	1.00000999999900e-003,2.88119431758706e-002
4.26579518801590e+008	1.00000999999900e-003,2.94830595430775e-002
4.36515832240164e+008	1.00000999999900e-003,3.01698082277921e-002
4.46683592150961e+008	1.00000999999900e-003,3.08725533348785e-002
4.57088189614873e+008	1.00000999999900e-003,3.15916674781707e-002
4.67735141287196e+008	1.00000999999900e-003,3.23275319464796e-002
4.78630092322636e+008	1.00000999999900e-003,3.30805368950373e-002
4.89778819368443e+008	1.00000999999900e-003,3.38510815871081e-002
5.01187233627270e+008	1.00000999999900e-003,3.46395745760431e-002
5.12861383991362e+008	1.00000999999900e-003,3.54464339207140e-002
5.24807460249770e+008	1.00000999999900e-003,3.62720874338388e-002
5.37031796370250e+008	1.00000999999900e-003,3.71169728821225e-002
5.49540873857621e+008	1.00000999999900e-003,3.79815382463156e-002
5.62341325190346e+008	1.00000999999900e-003,3.88662419188465e-002
5.75439937337154e+008	1.00000999999900e-003,3.97715529931476e-002
5.88843655355585e+008	1.00000999999900e-003,4.06979514712844e-002
6.02559586074354e+008	1.00000999999900e-003,4.16459285419924e-002
6.16595001861478e+008	1.00000999999900e-003,4.26159868286992e-002
6.30957344480189e+008	1.00000999999900e-003,4.36086406754096e-002
6.45654229034652e+008	1.00000999999900e-003,4.46244164071979e-002
6.60693448007592e+008	1.00000999999900e-003,4.56638525952392e-002
6.76082975391978e+008	1.00000999999900e-003,4.67275003695554e-002
6.91830970918932e+008	1.00000999999900e-003,4.78159236686826e-002
7.07945784384134e+008	1.00000999999900e-003,4.89296996181894e-002
7.24435960074986e+008	1.00000999999900e-003,5.00694187270199e-002
7.41310241300913e+008	1.00000999999900e-003,5.12356853198327e-002
7.58577575029179e+008	1.00000999999900e-003,5.24291177273267e-002
7.76247116628687e+008	1.00000999999900e-003,5.36503487628023e-002
7.94328234724277e+008	1.00000999999900e-003,5.49000259317933e-002
8.12830516164094e+008	1.00000999999900e-003,5.61788118129586e-002
8.31763771102666e+008	1.00000999999900e-003,5.74873844437615e-002
8.51138038202371e+008	1.00000999999900e-003,5.88264376376725e-002
8.70963589956075e+008	1.00000999999900e-003,6.01966814056029e-002
8.91250938133740e+008	1.00000999999900e-003,6.15988422322657e-002
9.12010839355904e+008	1.00000999999900e-003,6.30336635800001e-002
9.33254300796985e+008	1.00000999999900e-003,6.45019062200004e-002
9.54992586021430e+008	1.00000999999900e-003,6.60043486346273e-002
9.77237220955804e+008	1.00000999999900e-003,6.75417874290393e-002
1.00000000000000e+009	1.00000999999900e-003,6.91150377630028e-002
